no,업체ID,업체명,시도,시군구,도로명주소,지번주소,우편번호,위도,경도,좌표_상태,전화번호,전화번호_유형,연락가능,영업상태,인허가일자,보호복_수,수동분무기_수,동력분무기_수,초미립자살포기_수,진공청소기_수,방독면_수,개방자치단체코드,최종수정일시
98,PHMB519865080035042500001,(주)구미방역종합관리,경상북도,구미시,경상북도 구미시 송정대로 119 (송정동),경상북도 구미시 송정동 81번지,39276,36.118213,128.351035,정상,054-452-3790,유선,True,영업중,1986-05-27,5,5,1,1,1,5,5080000,2021-05-11 15:44:03
99,PHMB520085080035042500007,(주)구미용역,경상북도,구미시,"경상북도 구미시 1공단로 182 (공단동,금오빌딩312호)",경상북도 구미시 공단동 264번지 8호 금오빌딩312호,,36.101678,128.38301,정상,054-458-1212,유선,True,영업중,2008-11-05,5,6,1,1,4,5,5080000,2021-05-11 14:21:51
100,PHMB520165080035042500003,(주)금오산맥,경상북도,구미시,"경상북도 구미시 금오시장로6길 7, 2층 (원평동)",,39229,36.125872,128.341565,정상,054-444-0911,유선,True,영업중,2016-06-02,5,3,0,1,1,5,5080000,2023-06-19 13:49:04
101,PHMB520115080035042500002,(주)명신종합관리,경상북도,구미시,경상북도 구미시 봉곡남로16길 15-8 (봉곡동),경상북도 구미시 봉곡동 407번지 7호,39210,36.148111,128.313476,정상,054-458-9998,유선,True,영업중,2011-10-10,5,5,1,1,1,5,5080000,2016-02-15 14:01:58
102,PHMB520205080035042500017,(주)민국정보통신방역사업부,경상북도,구미시,"경상북도 구미시 3공단2로 303, 1층 (임수동)",,39390,36.107438,128.405431,정상,,없음,False,영업중,2020-10-11,5,3,0,1,1,5,5080000,2021-05-10 11:04:31
103,PHMB520195080035042500001,(주)반듯,경상북도,구미시,"경상북도 구미시 인동북길 91, 2층 (인의동)",경상북도 구미시 인의동 699-2,39436,36.099272,128.426823,정상,054-476-0111,유선,True,영업중,2019-02-21,5,3,0,1,1,5,5080000,2022-11-22 18:55:26
104,PHMB520245080035042500004,(주)선빈,경상북도,구미시,"경상북도 구미시 3공단1로 302-7, 구미공구상가 2층 209호 (임수동)",,39391,36.109552,128.402991,정상,,없음,False,영업중,2024-06-28,5,3,0,1,1,5,5080000,2024-07-02 16:03:08
105,PHMB520235080035042500005,(주)성립,경상북도,구미시,"경상북도 구미시 수출대로 523, 401, 402호 (황상동)",경상북도 구미시 황상동 342-4,39426,36.110852,128.422277,정상,,없음,False,영업중,2023-08-07,5,3,0,1,1,5,5080000,2025-11-14 10:52:46
106,PHMB520075080035042500003,(주)세스코 경북서부지역단,경상북도,구미시,경상북도 구미시 3공단2로 303 (임수동),경상북도 구미시 임수동 31번지 1호 3층,39390,36.107438,128.405431,정상,054-471-9501,유선,True,영업중,2007-07-03,5,5,1,1,1,5,5080000,2024-10-07 14:33:20
107,PHMB520205080035042500015,(주)스마트앤홈,경상북도,구미시,"경상북도 구미시 인동11안길 1, 블루시티 1층 101호 (인의동)",경상북도 구미시 인의동 644-4,39434,36.102302,128.426209,정상,054-921-0802,유선,True,영업중,2020-10-07,5,3,0,1,1,5,5080000,2024-08-22 18:51:23
108,PHMB520215080036042500001,(주)신미디앤디,경상북도,구미시,"경상북도 구미시 고아읍 문장로 178, 2층",,39198,36.149144,128.331233,정상,054-454-0037,유선,True,영업중,2021-06-14,10,3,0,1,1,5,5080000,2021-06-17 14:02:35
109,PHMB520225080035042500005,(주)아리아메디,경상북도,구미시,"경상북도 구미시 산호대로 363, 1층 (공단동)",경상북도 구미시 공단동 129-4,39263,36.115782,128.384938,정상,,없음,False,영업중,2022-06-23,8,3,0,1,1,5,5080000,2022-06-27 08:45:58
110,PHMB520255080035042500004,(주)엠케이,경상북도,구미시,"경상북도 구미시 인동북길 35, 3층 (인의동)",경상북도 구미시 인의동 842-1,39433,36.102971,128.422941,정상,054-454-6688,유선,True,영업중,2025-04-10,2,3,0,1,1,2,5080000,2025-04-10 19:44:23
111,PHMB520265080035042500003,(주)왕초솔루션,경상북도,구미시,"경상북도 구미시 산호대로25길 26-19, 1층 (옥계동)",경상북도 구미시 옥계동 623-11,39186,36.139613,128.416987,정상,,없음,False,영업중,2026-05-11,2,3,0,1,1,2,5080000,2026-05-14 16:34:59
112,PHMB520165080035042500004,(주)우진엘엔시,경상북도,구미시,경상북도 구미시 인동북길 5 (인의동),,39433,36.10525,128.420939,정상,054-465-3220,유선,True,영업중,2016-06-21,5,3,0,1,1,5,5080000,2021-05-10 16:04:40
113,PHMB520075080035042500010,(주)태웅,경상북도,구미시,"경상북도 구미시 송정대로 164, 2층 (송정동, 새로넷빌딩)",,39272,36.119119,128.355864,정상,,없음,False,영업중,2007-09-11,5,5,1,1,1,5,5080000,2026-04-02 10:47:19
114,PHMB520205080035042500005,(주)하나종합시스템,경상북도,구미시,경상북도 구미시 송동로7안길 10-6 (도량동),경상북도 구미시 도량동 196번지,39200,36.143321,128.320664,정상,054-444-0667,유선,True,영업중,2020-03-11,5,3,0,1,1,5,5080000,2020-03-13 08:19:54
115,PHMB520175080035042500004,(주)함도래,경상북도,구미시,경상북도 구미시 형곡동로5길 6-9 (형곡동),경상북도 구미시 형곡동 314번지 4호,39318,36.105582,128.335321,정상,,없음,False,영업중,2017-10-19,5,3,0,1,1,5,5080000,2021-05-10 15:17:50
116,PHMB520165080035042500005,(합)에이스이엔지,경상북도,구미시,"경상북도 구미시 야은로 736, 비101호 (신평동)",경상북도 구미시 신평동 11번지 11호,39236,36.124355,128.359563,정상,070-7166-7502,인터넷전화,True,영업중,2016-09-22,5,3,0,1,1,5,5080000,2021-05-10 16:00:16
117,PHMB520205080035042500018,365클린케어,경상북도,구미시,경상북도 구미시 수출대로 535 (황상동),경상북도 구미시 황상동 274-8,39426,36.110912,128.423674,정상,,없음,False,영업중,2020-11-29,5,3,0,1,1,5,5080000,2023-06-05 14:11:27
118,PHMB520215080035042500003,JH시스템,경상북도,구미시,"경상북도 구미시 형곡로16길 11-14, 1층 (형곡동)",경상북도 구미시 형곡동 154-4,39298,36.11181,128.331101,정상,,없음,False,영업중,2021-04-15,5,3,0,2,1,5,5080000,2021-04-16 16:04:06
119,PHMB520205080035042500004,J클린,경상북도,구미시,"경상북도 구미시 1공단로7길 86-1, 2층 204호 (공단동)",경상북도 구미시 공단동 203번지,39367,36.109936,128.377676,정상,1661-7206,대표번호,True,영업중,2020-03-12,5,3,0,1,1,5,5080000,2021-05-10 13:43:17
120,PHMB520205080035042500011,가나방역,경상북도,구미시,경상북도 구미시 신시로18길 5-4 (송정동),경상북도 구미시 송정동 24-6,39284,36.117991,128.33927,정상,,없음,False,영업중,2020-07-09,5,3,0,1,1,5,5080000,2020-07-10 08:29:01
121,PHMB520145080035042500001,거성방역종합관리,경상북도,구미시,"경상북도 구미시 원남로1길 64, 101동 1호 (원평동, 동방2차아파트)",경상북도 구미시 원평동 84번지 동방2차아파트,39301,36.128549,128.328316,정상,054-456-7778,유선,True,영업중,2014-02-13,5,5,1,1,1,5,5080000,2021-05-11 11:51:50
122,PHMB520255080035042500002,경북그린,경상북도,구미시,"경상북도 구미시 금오시장로 13, 2층 258호 (원평동)",경상북도 구미시 원평동 1028-2 금오시장,39227,36.12623,128.340699,정상,,없음,False,영업중,2025-03-18,2,3,0,1,1,2,5080000,2026-01-22 14:40:14
123,PHMB519895080035042500001,공단방역공사,경상북도,구미시,"경상북도 구미시 신시로6길 4, 지하층 (형곡동, 진흥명문빌라)",경상북도 구미시 형곡동 172-1 진흥명문빌라,39315,36.111029,128.339707,정상,054-455-6628,유선,True,영업중,1989-01-09,5,5,1,1,1,5,5080000,2022-12-08 17:35:22
124,PHMB520075080035042500004,구미시니어클럽(안심클린소독),경상북도,구미시,"경상북도 구미시 문장로12길 8, 1층 (도량동)",경상북도 구미시 도량동 741번지 4호,39198,36.140212,128.333895,정상,,없음,False,영업중,2007-06-01,5,5,1,1,1,5,5080000,2024-12-16 18:53:52
125,PHMB520225080035042500001,구미직업재활센터,경상북도,구미시,"경상북도 구미시 구미대로4길 19, 장애인 재활센터 2층 (임은동)",경상북도 구미시 임은동 282 장애인 재활센터,39351,36.088173,128.363464,정상,054-715-2822,유선,True,영업중,2022-01-12,5,3,0,1,1,5,5080000,2026-01-23 17:51:02
126,PHMB520265080035042500001,금오마을관리사회적협동조합,경상북도,구미시,"경상북도 구미시 금오시장로 13, 금오시장 216호 (원평동)",경상북도 구미시 원평동 1028-2 금오시장,39227,36.12623,128.340699,정상,,없음,False,영업중,2026-01-13,5,3,0,1,1,5,5080000,2026-01-16 09:06:40
127,PHMB519925080035042500001,금오방역공사,경상북도,구미시,경상북도 구미시 신시로6길 21 (형곡동),경상북도 구미시 형곡동 175번지 10호,,36.110631,128.341511,정상,054-455-9142,유선,True,영업중,1992-03-09,5,5,1,1,1,5,5080000,2021-05-11 15:35:35
128,PHMB520255080035042500003,금오산업개발,경상북도,구미시,"경상북도 구미시 봉곡서로5길 6-5, 1층 (봉곡동)",경상북도 구미시 봉곡동 193-8,39204,36.1532,128.305983,정상,,없음,False,영업중,2025-04-02,2,3,0,1,1,2,5080000,2025-04-02 17:35:01
129,PHMB520215080035042500006,긍정의뉴스,경상북도,구미시,"경상북도 구미시 형곡로41길 11, 2층 (형곡동)",경상북도 구미시 형곡동 179-4,39315,36.109789,128.340782,정상,054-443-6655,유선,True,영업중,2021-08-03,5,3,0,1,1,5,5080000,2022-12-02 14:46:15
130,PHMB520225080035042500006,늘푸른(주),경상북도,구미시,"경상북도 구미시 봉곡북로 86, 4층 (봉곡동)",,39207,36.153889,128.313297,정상,054-436-1955,유선,True,영업중,2022-08-23,5,3,0,1,1,5,5080000,2022-08-23 20:41:30
131,PHMB520245080035042500005,다자바방역,경상북도,구미시,"경상북도 구미시 도봉로5안길 7-3, 1층 101호 (도량동)",,39200,36.141008,128.320744,정상,,없음,False,영업중,2024-07-09,5,3,0,1,1,5,5080000,2024-07-12 14:23:02
132,PHMB520245080035042500002,달리실업,경상북도,구미시,"경상북도 구미시 신비로 147, 1층 (비산동)",경상북도 구미시 비산동 391-4,39245,36.122298,128.377884,정상,,없음,False,영업중,2024-01-31,5,3,0,1,1,5,5080000,2026-01-22 15:00:23
133,PHMB520075080035042500005,대광방역청소관리,경상북도,구미시,"경상북도 구미시 송정대로 119 (송정동,한우2차 상가 203호)",경상북도 구미시 송정동 81번지 한우2차 상가 203호,39276,36.118213,128.351035,정상,054-458-1464,유선,True,영업중,2007-04-11,5,5,1,1,1,5,5080000,2025-12-23 11:10:58
134,PHMB520075080035042500001,대상MPI,경상북도,구미시,경상북도 구미시 검성로 39 (황상동),경상북도 구미시 황상동 237번지 2호,,36.114339,128.42447,정상,054-458-1510,유선,True,영업중,2007-01-08,5,5,1,1,1,5,5080000,2021-05-11 15:12:46
135,PHMB520075080035042500009,대실환경개발,경상북도,구미시,"경상북도 구미시 금오시장로 13 (원평동,금오시장상가172,173호)","경상북도 구미시 원평동 1028번지 2호 금오시장상가172,173호",,36.12623,128.340699,정상,054-451-1632,유선,True,영업중,2007-11-20,5,5,1,1,1,5,5080000,2022-11-29 10:40:39
136,PHMB520075080035042500006,대우청소방역,경상북도,구미시,경상북도 구미시 지산3길 8-4 (지산동),경상북도 구미시 지산동 539번지 19호,,36.135324,128.344796,정상,054-444-5475,유선,True,영업중,2007-08-20,5,5,1,1,1,5,5080000,2021-05-11 14:44:08
137,PHMB520245080035042500006,대한건축관리(주),경상북도,구미시,"경상북도 구미시 봉곡로 108, 명성빌딩 7층 (봉곡동)",,39210,36.148361,128.310714,정상,,없음,False,영업중,2024-09-05,5,3,0,1,1,5,5080000,2025-12-23 11:05:43
138,PHMB520205080035042500013,동진PNP,경상북도,구미시,"경상북도 구미시 구미중앙로7길 34-7, 1층 (원평동)",경상북도 구미시 원평동 6-39,39217,36.133453,128.331018,정상,,없음,False,영업중,2020-08-08,5,3,0,1,1,5,5080000,2021-05-10 11:32:07
139,PHMB520235080035042500004,로취버스터즈,경상북도,구미시,"경상북도 구미시 금오대로14길 15-4, 대동타운3차 202호 (오태동)",경상북도 구미시 오태동 753-4 대동타운3차,39362,36.070714,128.351297,정상,,없음,False,영업중,2023-08-04,5,5,0,4,1,5,5080000,2026-01-23 09:02:52
140,PHMB520205080036042500002,리드홈케어,경상북도,구미시,경상북도 구미시 고아읍 들성로7길 10-57,,39146,36.1621,128.344591,정상,1811-9071,대표번호,True,영업중,2020-02-28,7,3,0,1,2,5,5080000,2020-03-02 20:35:39
141,PHMB520095080035042500007,명성방역청소기공,경상북도,구미시,"경상북도 구미시 금오시장로 13, 금오시장 2층 245,246,247호 (원평동)",경상북도 구미시 원평동 1028-2 금오시장,39227,36.12623,128.340699,정상,054-444-9140,유선,True,영업중,2009-11-18,5,5,1,1,1,5,5080000,2021-09-09 12:56:14
142,PHMB520245080036042500002,명성크린케어,경상북도,구미시,경상북도 구미시 선산읍 선산대로 1400-10,경상북도 구미시 선산읍 동부리 318-1,39117,36.239273,128.304392,정상,,없음,False,영업중,2024-05-20,5,3,0,1,1,5,5080000,2024-05-21 17:59:15
143,PHMB520205080035042500019,무궁화방역,경상북도,구미시,"경상북도 구미시 형곡로 211-3, 2층 (형곡동)",경상북도 구미시 형곡동 192-9,39314,36.108059,128.338631,정상,054-444-8805,유선,True,영업중,2020-12-22,5,3,0,1,1,5,5080000,2021-05-10 10:48:51
144,PHMB520225080035042500008,미래종합관리,경상북도,구미시,"경상북도 구미시 형곡로14길 7, 4층 401호 (형곡동)",경상북도 구미시 형곡동 138-2,39292,36.113961,128.331513,정상,,없음,False,영업중,2022-10-21,5,3,0,1,1,5,5080000,2022-10-21 18:59:56
145,PHMB520225080035042500003,민들레청소방역,경상북도,구미시,"경상북도 구미시 금오대로5길 10, 2층 203호 (오태동)",,39360,36.072426,128.348774,정상,,없음,False,영업중,2022-03-07,10,3,0,1,1,5,5080000,2022-03-07 14:56:57
146,PHMB520225080035042500007,바른교육사,경상북도,구미시,"경상북도 구미시 봉곡남로16길 15-10, 1층 (봉곡동)",경상북도 구미시 봉곡동 407-9,39210,36.148162,128.313623,정상,,없음,False,영업중,2022-09-16,5,3,0,1,1,5,5080000,2022-09-17 12:49:04
147,PHMB520255080035042500006,벌잡사(벌레를잡는사람들),경상북도,구미시,"경상북도 구미시 금오대로16길 23-4, 2층 (오태동)",경상북도 구미시 오태동 759-2,39363,36.070353,128.352705,정상,,없음,False,영업중,2025-11-06,5,4,0,1,1,5,5080000,2025-11-10 17:34:48
148,PHMB520205080035042500016,블루에코바이러스솔루션,경상북도,구미시,"경상북도 구미시 송동로7길 31-10, 1층층 (도량동)",,39195,36.14561,128.31998,정상,054-443-4774,유선,True,영업중,2020-10-11,5,3,0,1,1,5,5080000,2021-05-10 11:11:09
149,PHMB520175080035042500002,삼성청결사,경상북도,구미시,경상북도 구미시 신시로7길 6 (형곡동),,39294,36.113181,128.338614,정상,054-457-7599,유선,True,영업중,2017-06-05,5,3,0,1,1,5,5080000,2026-04-03 16:46:02
150,PHMB520145080035042500002,서희종합방역,경상북도,구미시,"경상북도 구미시 금오시장로 13, 금오시장 1층 161호 (원평동)",경상북도 구미시 원평동 1028-2 금오시장,39227,36.12623,128.340699,정상,054-457-3692,유선,True,영업중,2014-07-09,5,5,1,1,1,5,5080000,2022-12-12 17:55:13
151,PHMB520185080036042500001,선도종합관리(주),경상북도,구미시,경상북도 구미시 고아읍 봉한4길 17 (봉한리 금류아파트),경상북도 구미시 고아읍 봉한리 911번지 101호 봉한리 금류아파트 상가,39152,36.183409,128.351523,정상,,없음,False,영업중,2018-03-09,5,3,0,1,1,5,5080000,2018-03-12 11:11:42
152,PHMB520265080036042500001,세이프엑스 구미지사,경상북도,구미시,"경상북도 구미시 고아읍 봉한4길 17, 2동 2층 201호 (봉한리 금류아파트)",,39152,36.183409,128.351523,정상,,없음,False,영업중,2026-07-28,5,3,0,1,1,5,5080000,2026-07-28 13:27:24
153,PHMB520115080036042500001,세종방역공사,경상북도,구미시,경상북도 구미시 선산읍 선산중앙로7길 23,경상북도 구미시 선산읍 동부리 508번지 4호,39131,36.243686,128.304633,정상,054-481-2638,유선,True,영업중,2011-12-22,5,6,1,1,1,5,5080000,2014-10-31 18:38:21
154,PHMB520215080035042500009,수려한환경,경상북도,구미시,"경상북도 구미시 인동39길 18-15, 1층 (구평동)",경상북도 구미시 구평동 436-12,39442,36.095357,128.435377,정상,054-608-0799,유선,True,영업중,2021-11-11,5,3,0,1,1,5,5080000,2021-11-11 15:32:00
155,PHMB520255080035042500005,스마일방역,경상북도,구미시,"경상북도 구미시 금오시장로7길 21, 2층 (원평동)",경상북도 구미시 원평동 964-711,39227,36.127533,128.33936,정상,,없음,False,영업중,2025-10-20,5,3,0,1,1,5,5080000,2025-10-21 08:57:02
